Row,Sample Name,Transaction Id,Anon Student Id,Session Id,Time,Time Zone,Student Response Type,Student Response Subtype,Tutor Response Type,Tutor Response Subtype,Level (Lesson),Level (Level2),Problem Name,Problem View,Problem Start Time,Step Name,Attempt At Step,Is Last Attempt,Outcome,Selection,Action,Input,Rater 1: Obviously AI-generated Response (yes=1; no= 0),Rater 2: Obviously AI-generated Response (yes=1; no= 0),Source of Truth: Obviously AI-generated,"Rater 1: Authentic, Real Person Response (yes=1; no=0)","Rater 2: Authentic, Real Person Response (yes=1; no=0)","Source of Truth: Authentic, Real Person",Duration (sec),Feedback Text,Feedback Classification,Help Level,Total Num Hints,KC (Single-KC),KC Category (Single-KC),KC (Unique-step),KC Category (Unique-step),School,Class,CF (AI_Evaluation),CF (AI_Rephrased_Response),CF (AI_Request_Counter),CF (AiEnabled),CF (Condition),CF (Counterbalanced),CF (Sequence),CF (tool_event_time),CF (tutor_event_time),Event Type
166784,All Data,bd09d8fc98c23382a648aef2f2dc5527,Stu_b6dc90f6b718487de227026913835f0d,ctat_session_938efe19-99c1-2349-6f65-ce024f98e0fa,10/11/24 22:37,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,10/11/24 22:37,1 open response,1,1,,1,open response,"Hey Kevin! I just wanted to give you a huge shoutout for crushing your math lessons this week. That kind of hard work is like putting in extra batting practice â€“ it's all about getting better every day. Just like in baseball, where every hit or play makes a difference, each math lesson you complete brings you closer to scoring big! Keep up the momentum, and soon you'll be knocking those math problems out of the park like a home run.  You got this!",1,,,0,,,0,,,,,Single-KC,,KC410,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-10-11 22:37:44.184 UTC,2024-10-11 22:37:44.184 UTC,
166786,All Data,629f39f128e24339750c63d070c13dea,Stu_b6dc90f6b718487de227026913835f0d,ctat_session_938efe19-99c1-2349-6f65-ce024f98e0fa,10/11/24 22:39,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,10/11/24 22:39,3 open response,1,1,,3,open response,"The approach selected in Question 2 will best support and increase Kevin's motivation because it leverages his intrinsic passion for baseball as a positive reinforcement tool. By directly connecting his effort in math to a reward that aligns with his personal interests, it creates a sense of accomplishment and reinforces the idea that hard work in one area (math) can lead to enjoyable experiences related to another (baseball).",1,,,0,,,0,,,,,Single-KC,,KC175,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-10-11 22:39:10.673 UTC,2024-10-11 22:39:10.673 UTC,
166801,All Data,a6ad4941afd5d58cc4b9031df7052852,Stu_b6dc90f6b718487de227026913835f0d,ctat_session_938efe19-99c1-2349-6f65-ce024f98e0fa,10/11/24 22:43,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,10/11/24 22:43,9 open response,1,1,,9,open response,"Carla, I know math feels tough right now, but remember how you told me about your love for designing custom scarves? Think of math like creating a pattern or design â€“ sometimes you have to make adjustments and experiment with new techniques to get it just right. Learning these math concepts can help you with measurements, proportions, and even creating more intricate designs in the future. Just like with your scarves, the more you practice, the better you get. I believe in your creativity and skills, and together we can figure this out step by step!",1,1,1,0,0,0,0,,,,,Single-KC,,KC537,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-10-11 22:43:13.154 UTC,2024-10-11 22:43:13.154 UTC,
166803,All Data,8a8ec1f273fafd5393f3bf4f66ff0b4f,Stu_b6dc90f6b718487de227026913835f0d,ctat_session_938efe19-99c1-2349-6f65-ce024f98e0fa,10/11/24 22:45,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,11. Why do you think the approach you selected in Question 10 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,10/11/24 22:45,11 open response,1,1,,11,open response,"This approach is effective because it provides Carla with a sense of support and encouragement by working together, which helps reduce her feelings of frustration. It also connects her math work to something she is passionate about making scarves giving the task a personal and meaningful context. This blend of encouragement and relevance increases her engagement by making the assignment feel less overwhelming and more related to her interests.",1,1,1,0,0,0,0,,,,,Single-KC,,KC40,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-10-11 22:45:36.523 UTC,2024-10-11 22:45:36.523 UTC,
166829,All Data,0c6247b64e3df1067dad19350684250b,Stu_b700b350c6345ebec72e0df5f77ac664,ctat_session_4626f2fb-cd09-b87c-3dd2-b8d437428349,7/30/24 16:43,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,7/30/24 16:43,1 open response,1,1,,1,open response,"Hey Kevin! Just like in baseball, where practice makes you better, your hard work in math is really paying off! Think of each math lesson as a practice session every time you complete one, you're hitting a home run. Keep up the great work and let's aim for another great week, champ!",1,,,0,,,0,,,,,Single-KC,,KC410,,FEV TUTOR,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-07-30 16:43:37.190 UTC,2024-07-30 16:43:37.191 UTC,
166833,All Data,af1b10fea383e6f80df7857ac72d5f18,Stu_b700b350c6345ebec72e0df5f77ac664,ctat_session_4626f2fb-cd09-b87c-3dd2-b8d437428349,7/30/24 16:44,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,7/30/24 16:44,3 open response,1,1,,3,open response,"Kevin, I am so proud that you persevered through the week completing math lessons. You met your effort goal! As a reward, I promised we could talk about baseball for 10 minutes. Please tell me, how is your season going?",1,,,0,,,0,,,,,Single-KC,,KC175,,FEV TUTOR,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-07-30 16:44:38.111 UTC,2024-07-30 16:44:38.112 UTC,
166844,All Data,2140b4e1298170911f08a8559c1994c5,Stu_b700b350c6345ebec72e0df5f77ac664,ctat_session_4626f2fb-cd09-b87c-3dd2-b8d437428349,7/30/24 16:47,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,7/30/24 16:47,9 open response,1,1,,9,open response,"Carla, let's work together to complete the rest of your assignment. You can do this, I know you can. Once completed, you can explain to me how you make your scarves like we discussed earlier.",1,0,1,0,1,0,0,,,,,Single-KC,,KC537,,FEV TUTOR,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-07-30 16:47:26.645 UTC,2024-07-30 16:47:26.647 UTC,
166846,All Data,320bab0856f20721ead05949b34e8505,Stu_b700b350c6345ebec72e0df5f77ac664,ctat_session_4626f2fb-cd09-b87c-3dd2-b8d437428349,7/30/24 16:47,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,7/30/24 16:47,11 open response,1,1,,11,open response,"By showing interest in her passion and connecting it to her math work, you make the learning process more relevant and enjoyable for Carla, increasing her motivation and engagement.",0,0,0,1,1,1,0,,,,,Single-KC,,KC421,,FEV TUTOR,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-07-30 16:47:52.849 UTC,2024-07-30 16:47:52.850 UTC,
167054,All Data,9dfd81483740cec6ce6cf4ef5b42ff41,Stu_b77dffdb186bd5fed91a76b3fa001b69,ctat_session_bf6e55d4-c5a3-7e19-136c-984e6e18938c,8/6/24 15:11,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,8/6/24 15:11,1 open response,1,1,,1,open response,"Hey Kevin! Just like in baseball, every practice helps you get better. You've worked hard this week on math, and it's like hitting home runs in your lessons. Keep up the great work, and soon you'll be hitting all your math goals just like you hit thoseÂ baseballs!",1,,,0,,,0,,,,,Single-KC,,KC410,,Air Tutors,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-06 15:11:03.547 UTC,2024-08-06 15:11:03.548 UTC,
167056,All Data,c2e93cd067dfe73ecd6b0fa988d4c836,Stu_b77dffdb186bd5fed91a76b3fa001b69,ctat_session_bf6e55d4-c5a3-7e19-136c-984e6e18938c,8/6/24 15:18,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,8/6/24 15:18,3 open response,1,1,,3,open response,"Celebrates Achievement: It acknowledges his hard work and achievement, boosting his confidence and reinforcing positive behavior. Connects to Interests: By linking the reward to his love of baseball, it makes the effort feel more worthwhile and relevant. Encourages Positive Reinforcement: Offering a reward tied to his passion creates a positive association with completing math work, motivating himÂ toÂ continue.",1,,,0,,,0,,,,,Single-KC,,KC175,,Air Tutors,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-06 15:18:01.868 UTC,2024-08-06 15:18:01.868 UTC,
167069,All Data,f4b97481b2fa0463f08e80239728d93b,Stu_b77dffdb186bd5fed91a76b3fa001b69,ctat_session_bf6e55d4-c5a3-7e19-136c-984e6e18938c,8/6/24 15:25,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,8/6/24 15:25,9 open response,1,1,,9,open response,"""Carla, I know you're feeling frustrated right now, but remember how you approach designing those beautiful scarves step by step, with creativity and patience. Let's tackle this math problem the same way. Think of each step as a part of your design process. You're doing great, and with a bit more effort, you'll be able to master these concepts just like you perfect your designs. Let's work throughÂ itÂ together!""",1,1,1,0,0,0,0,,,,,Single-KC,,KC537,,Air Tutors,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-06 15:25:31.580 UTC,2024-08-06 15:25:31.580 UTC,
167071,All Data,16cf1e9fad59b17a7384dd4beab872b9,Stu_b77dffdb186bd5fed91a76b3fa001b69,ctat_session_bf6e55d4-c5a3-7e19-136c-984e6e18938c,8/6/24 15:28,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,8/6/24 15:28,11 open response,1,1,,11,open response,Collaborative Support: Working together can reduce her frustration and make the task feel more manageable. Encouragement: Reassuring her that she can complete the assignment boosts her confidence. Interest Connection: Linking the completion of the math assignment to her interest in scarves makes the task more engagingÂ andÂ relevant.,1,1,1,0,0,0,0,,,,,Single-KC,,KC421,,Air Tutors,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-06 15:28:15.938 UTC,2024-08-06 15:28:15.938 UTC,
167155,All Data,cdaccaa820dcac9d2d75fd929ab8131e,Stu_b78eea525e84603c52e9cab83f0c0228,ctat_session_3c335eab-0785-3fdc-340f-bb7442cd261e,8/7/24 17:27,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,8/7/24 17:27,1 open response,1,1,,1,open response,"Hey Kevin! I'm really impressed with how hard you've been working on your math lessons this week. Did you know that math is a big part of baseball? From calculating batting averages to understanding player statistics, math helps you get better at the game. How about we finish this next set of lessons together, and then we can figure out some cool baseball stats? Keep up the great work, champ!",1,,,0,,,0,,,,,Single-KC,,KC410,,Focus Edumatics Pvt Ltd,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-07 17:27:55.398 UTC,2024-08-07 17:27:55.401 UTC,
167157,All Data,0d0bf09b05b9fae0b99721fcc04a1b09,Stu_b78eea525e84603c52e9cab83f0c0228,ctat_session_3c335eab-0785-3fdc-340f-bb7442cd261e,8/7/24 17:28,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,8/7/24 17:28,3 open response,1,1,,3,open response,"Recognition and Reward: It acknowledges Kevin's hard work and achievement, which can boost his motivation to maintain or improve his effort. Personal Interest: By tying the reward to his love for baseball, it leverages his interests to create a positive reinforcement for completing his math work. Positive Engagement: It encourages Kevin to feel good about his accomplishments and see the connection between his efforts in math and his passion for sports. Strengthening the Relationship: It fosters a positive relationship between the tutor and Kevin, making future interactions and learning sessions more engaging and enjoyable.",1,,,0,,,0,,,,,Single-KC,,KC175,,Focus Edumatics Pvt Ltd,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-07 17:28:36.663 UTC,2024-08-07 17:28:36.665 UTC,
167170,All Data,a8344d1fd91e52c63ef144f79462df6b,Stu_b78eea525e84603c52e9cab83f0c0228,ctat_session_3c335eab-0785-3fdc-340f-bb7442cd261e,8/7/24 17:31,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,8/7/24 17:31,9 open response,1,1,,9,open response,"Hi Carla! I know math can be tough right now, but think of it like designing a custom scarf. Just like you carefully plan and create your designs, we can break down these math problems step-by-step to make them easier to understand. Imagine solving these problems like finding the perfect patterns for your scarves. Keep going, and I'm here to help you every step of the way. Let's tackle this together, and soon you'll see math as a tool to help you with your designs!",1,1,1,0,0,0,0,,,,,Single-KC,,KC537,,Focus Edumatics Pvt Ltd,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-07 17:31:58.697 UTC,2024-08-07 17:31:58.699 UTC,
167172,All Data,c6d544885128800bd569b2cfb6b5f170,Stu_b78eea525e84603c52e9cab83f0c0228,ctat_session_3c335eab-0785-3fdc-340f-bb7442cd261e,8/7/24 17:32,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,8/7/24 17:32,11 open response,1,1,,11,open response,"Provides Support: Shows you are there to help her through the assignment. Offers a Motivating Reward: Links the completion of her math work to a discussion about her passion, which makes the task feel more meaningful. Builds Confidence: Reinforces her ability to succeed, boosting her self-confidence and motivation.",1,1,1,0,0,0,0,,,,,Single-KC,,KC421,,Focus Edumatics Pvt Ltd,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-07 17:32:44.833 UTC,2024-08-07 17:32:44.833 UTC,
167552,All Data,4516b1c5f4219e355571e3ce29d8b899,Stu_b7c192090dfc1804d22a2e81fb11d81b,ctat_session_af970a47-f4a9-f90e-e982-21f3ea116ed4,7/1/24 9:41,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,1. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,7/1/24 9:41,1 open response,1,1,,1,open response,TBA,N/A,N/A,N/A,N/A,N/A,N/A,0,,,,,Single-KC,,KC434,,PLUS Tutoring,PLUS Lessons,,,,,Open-response only,"Scenario Carla, Scenario  Kevin",,2024-07-01 09:41:41.130 UTC,2024-07-01 09:41:41.130 UTC,
167553,All Data,a9d22c99121012d8ed6b5a845f9ec221,Stu_b7c192090dfc1804d22a2e81fb11d81b,ctat_session_af970a47-f4a9-f90e-e982-21f3ea116ed4,7/1/24 9:41,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,2. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,7/1/24 9:41,2 open response,1,1,,2,open response,TBA,N/A,N/A,N/A,N/A,N/A,N/A,0,,,,,Single-KC,,KC1111,,PLUS Tutoring,PLUS Lessons,,,,,Open-response only,"Scenario Carla, Scenario  Kevin",,2024-07-01 09:41:49.243 UTC,2024-07-01 09:41:49.244 UTC,
167562,All Data,83a225c03c52969f96e3968866877cab,Stu_b860fd37d29f970c0f8feb7515aad572,ctat_session_5358ac5b-8b50-f5aa-c428-2e19c6a0cc1b,8/6/24 16:48,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,8/6/24 16:48,1 open response,1,1,,1,open response,"Hey Kevin! I noticed how hard you've been working on your math lessons great job! Imagine if every lesson you complete is like scoring a home run. Keep hitting those math goals, and soon you'll be hitting it out of the park with your grades. Let's keep the momentum going and make math just as exciting as baseball!",1,,,0,,,0,,,,,Single-KC,,KC410,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-06 16:48:22.071 UTC,2024-08-06 16:48:22.072 UTC,
